distance_km,weight_kg,volume_l,urgency,hour,day_of_week,demand_score,price
27.5,19.6,45.6,express,14,2,0.53,321.1
28.82,15.2,72.5,express,12,5,1.4,861.28
43.67,1.4,38.6,normal,9,0,0.79,464.69
21.84,12.2,1.5,same_day,5,1,1.4,885.19
37.29,6.2,56.5,normal,4,1,0.9,494.47
42.97,13.9,75.5,normal,6,6,1.07,680.43
43.37,14.4,72.7,express,5,6,0.89,825.47
11.99,18.5,13.0,normal,21,1,1.36,316.26
2.27,0.8,52.2,normal,22,6,0.5,80
9.45,12.8,69.8,normal,7,5,0.83,184.67
26.57,22.7,44.3,express,16,0,1.19,691.43
29.76,12.2,19.8,same_day,0,4,0.55,429.18
1.2,17.3,10.0,express,3,0,1.29,184.99
16.45,23.0,1.6,same_day,10,2,1.41,735.64
25.72,18.0,77.2,express,4,5,0.53,328.13
43.84,15.1,61.7,same_day,6,3,1.33,1567.28
36.25,24.2,72.6,normal,3,5,1.03,593.91
41.96,23.3,50.1,same_day,8,6,1.13,1252.24
42.83,7.4,20.2,same_day,19,0,0.54,588.69
42.77,6.8,78.4,same_day,19,1,1.01,1129.09
15.19,24.5,11.3,normal,18,5,0.6,172.96
29.11,12.5,2.3,same_day,22,6,0.62,484.76
28.87,1.2,24.0,same_day,7,2,1.13,820.83
44.37,2.5,38.4,same_day,10,2,1.46,1536.8
35.93,20.0,29.1,normal,10,3,0.94,526.39
12.1,23.8,30.7,express,16,1,1.0,351.67
5.73,3.3,67.8,same_day,10,0,1.22,365.02
9.82,20.4,34.9,normal,11,5,1.13,255.04
19.76,4.7,63.6,normal,21,2,0.85,291.46
24.21,11.0,42.9,express,11,1,0.73,375.48
3.74,23.1,61.8,normal,11,5,0.64,115.22
17.77,16.2,1.4,normal,17,2,0.76,219.41
34.96,12.8,34.9,same_day,11,2,0.95,880.94
25.58,19.2,76.5,same_day,17,2,0.78,609.77
1.57,4.7,4.5,normal,6,2,1.17,94.13
15.87,24.4,64.2,express,15,3,0.86,376.38
18.29,10.4,62.1,express,2,0,0.94,420.62
38.66,8.8,31.8,normal,17,3,1.09,574.81
14.0,6.1,34.2,normal,13,6,0.85,219.87
35.28,5.8,19.4,normal,2,6,0.89,458.84
1.75,11.2,70.5,express,19,2,1.24,222.2
39.87,18.5,31.3,normal,16,5,1.15,639.75
35.7,18.1,49.2,express,13,0,1.1,813.3
15.66,7.8,32.7,express,2,1,0.67,259.85
34.22,3.7,32.9,same_day,1,6,0.85,718.73
5.79,24.3,70.9,express,18,5,0.62,173.34
2.04,20.4,35.5,express,3,4,0.6,108.52
34.18,15.6,59.2,normal,17,3,0.99,491.33
34.5,6.9,67.9,express,2,5,1.47,1012.93
28.22,1.5,78.0,express,6,1,0.95,589.78
14.02,3.8,66.0,express,8,0,1.1,400.26
38.05,9.0,21.7,same_day,15,5,0.59,541.23
33.83,6.4,49.6,normal,20,2,1.37,652.91
30.09,13.2,39.3,normal,10,1,0.93,417.79
10.91,21.7,17.6,express,16,2,1.25,422.03
8.87,3.8,49.1,normal,15,6,1.16,214.09
40.59,8.8,31.4,normal,1,6,0.92,529.86
11.08,18.1,51.4,same_day,1,5,0.6,259.25
18.72,9.8,12.5,normal,22,5,1.45,436.68
40.76,11.1,65.6,normal,10,3,1.34,808.17
1.92,9.2,74.5,express,20,0,1.38,250.74
24.17,12.0,43.7,express,1,3,0.85,452.39
24.12,16.3,49.1,express,7,6,1.23,714.72
21.73,7.4,45.1,normal,6,1,1.23,442.49
20.74,21.9,34.5,express,21,1,1.39,700.95
16.99,23.6,34.0,express,22,5,0.85,373.39
3.36,24.4,23.6,express,13,1,1.12,228.25
44.59,20.5,23.5,normal,21,6,1.07,692.45
37.32,24.6,5.9,normal,3,6,0.98,563.51
22.45,19.5,43.7,normal,14,6,0.53,196.96
37.46,8.1,73.1,express,4,6,0.85,636.38
29.56,10.8,51.5,normal,18,1,1.42,648.55
35.42,15.5,3.3,normal,14,4,0.93,477.56
15.33,19.9,44.9,same_day,9,0,1.46,790.14
20.71,12.8,62.8,same_day,12,3,1.21,798.29
31.16,8.0,64.9,normal,8,2,1.33,601.38
39.33,14.2,8.9,express,0,1,0.88,688.06
39.36,13.0,52.5,normal,5,5,0.72,402.08
21.48,21.5,57.1,same_day,21,4,0.82,554.75
14.89,7.1,33.2,same_day,12,6,1.43,682.73
38.7,24.7,60.4,express,23,3,0.54,449.27
31.67,24.5,68.5,same_day,11,3,0.71,687.62
11.77,5.8,18.3,express,21,6,0.93,274.41
12.74,9.5,24.4,express,16,4,0.61,204.84
41.94,17.1,71.5,same_day,7,2,0.97,1078.85
12.33,15.0,26.8,same_day,17,0,1.21,531.78
24.61,17.6,11.2,express,11,5,0.5,274.8
13.05,4.2,61.8,express,19,0,0.79,284.55
9.69,20.7,22.9,express,12,3,1.02,315.94
3.28,10.5,26.2,same_day,17,0,1.08,249.54
12.2,7.5,15.8,normal,21,3,1.15,240.55
44.29,0.6,9.9,same_day,19,4,1.41,1501.79
21.79,18.0,47.0,normal,1,3,1.43,535.6
15.84,18.5,27.5,normal,17,6,0.97,282.3
19.63,0.5,2.3,normal,8,1,0.73,200.43
44.86,12.3,74.0,same_day,10,3,1.05,1200.55
30.61,11.5,37.3,normal,15,5,0.64,281.81
43.21,1.6,6.5,express,11,0,0.84,700.3
8.44,6.0,68.5,same_day,11,4,1.35,461.99
26.81,10.3,59.9,express,10,5,0.98,580.79
2.72,4.2,71.8,same_day,12,0,0.99,214.97
9.69,16.8,32.7,express,2,2,1.11,331.16
23.26,9.3,2.9,express,8,1,1.34,663.94
15.57,19.8,60.7,normal,22,0,0.94,283.85
28.16,12.1,49.2,express,15,6,0.77,488.85
35.07,3.9,58.9,same_day,3,4,0.75,665.27
28.46,14.7,6.4,normal,20,3,1.24,499.96
44.42,11.7,57.5,same_day,10,3,0.62,723.73
26.79,19.5,49.0,express,13,0,1.09,658.41
9.1,8.6,79.9,express,5,3,1.39,441.42
9.78,12.8,4.5,express,4,6,0.83,231.33
24.01,9.6,58.4,same_day,7,0,0.92,643.43
21.34,7.9,65.0,normal,16,1,0.53,187.11
24.12,6.9,14.1,normal,10,1,1.09,379.35
25.25,7.5,29.3,normal,17,0,0.6,238.13
42.4,7.4,56.0,same_day,10,6,1.18,1308.02
11.88,22.9,78.2,express,1,4,0.95,385.48
19.74,24.7,7.5,express,0,4,0.56,258.08
42.94,3.6,50.4,express,19,5,1.15,949.16
21.51,11.0,54.4,express,13,1,0.59,306.29
44.92,7.0,38.6,express,3,6,0.56,472.52
18.37,12.8,14.3,normal,21,3,0.95,292.91
5.15,8.1,63.6,same_day,2,1,0.66,198.42
29.39,15.2,67.9,express,12,1,1.48,950.66
30.75,3.5,35.9,normal,15,0,0.8,339.89
30.54,21.2,61.3,same_day,16,4,0.94,840.8
5.04,15.0,27.8,express,11,1,1.18,253.27
19.45,19.8,46.1,same_day,12,0,0.9,588.16
26.55,15.9,28.6,same_day,4,6,1.08,797.26
20.34,21.4,4.4,express,23,3,1.21,556.17
41.05,14.8,50.0,normal,5,4,1.25,741.15
1.43,4.8,28.3,normal,20,6,0.74,80
20.6,23.9,62.8,same_day,9,0,0.58,382.7
33.99,15.9,16.6,same_day,11,5,1.14,1067.24
12.31,3.9,73.4,same_day,11,0,1.22,535.91
9.72,18.6,35.8,normal,15,4,1.06,223.85
24.61,0.8,45.4,express,15,5,1.32,714.71
42.06,6.4,42.4,express,17,3,1.03,844.84
24.14,10.1,18.3,same_day,5,5,1.25,795.23
23.07,13.6,53.3,express,5,0,1.03,563.91
29.2,2.6,49.6,express,22,1,1.43,841.28
34.73,15.2,26.5,normal,9,4,1.41,713.25
6.29,2.9,15.6,normal,10,4,1.28,174.81
40.85,22.8,31.2,express,11,6,1.35,1111.69
12.63,18.7,14.0,express,22,2,1.29,432.94
18.92,17.7,68.1,express,3,4,0.56,266.59
2.33,8.2,26.1,same_day,16,5,1.12,212.02
5.7,4.2,59.6,normal,12,1,1.38,220.16
5.71,20.4,35.0,same_day,5,0,1.11,364.02
25.22,17.9,66.3,normal,4,4,1.02,415.58
6.0,12.7,77.1,same_day,15,0,1.39,461.31
18.64,7.3,70.8,same_day,21,3,1.25,717.8
4.11,7.8,1.6,same_day,20,1,0.54,116.84
34.58,9.3,29.7,same_day,0,2,0.68,589.1
3.4,11.1,18.6,normal,19,1,1.5,191.28
23.04,8.0,69.8,normal,13,5,0.89,323.36
10.78,23.9,67.3,same_day,12,2,0.99,473.41
37.44,12.4,69.7,normal,7,1,1.48,823.77
16.33,17.8,13.5,express,4,3,0.77,321.61
41.35,21.8,63.3,same_day,17,5,0.91,1041.73
15.1,17.7,1.0,express,10,0,0.53,189.06
31.01,22.7,22.2,normal,15,2,1.43,693.61
20.8,17.8,17.9,express,11,2,0.79,389.23
20.31,17.8,9.5,express,4,0,1.49,688.56
28.73,23.8,51.6,normal,6,5,1.11,517.66
21.55,4.5,32.3,same_day,4,1,1.44,829.49
24.04,6.8,47.2,same_day,9,4,1.27,848.73
41.83,16.5,73.5,same_day,7,1,1.38,1565.21
30.28,10.9,78.3,express,8,4,1.11,710.13
14.29,9.0,37.2,normal,18,1,0.54,137.46
4.6,1.5,54.9,express,19,6,0.5,97.07
30.8,19.6,46.8,normal,8,0,1.24,579.71
33.61,22.9,25.5,same_day,2,6,0.6,554.78
36.85,5.1,42.1,same_day,23,3,0.85,768.91
23.09,6.7,45.3,normal,7,5,0.59,203.93
12.75,11.1,68.3,same_day,19,0,0.8,370.51
29.93,17.5,24.2,same_day,12,6,0.54,454.15
22.87,13.2,18.2,normal,13,0,1.39,523.85
14.28,7.8,14.9,normal,4,0,0.62,154.98
25.33,17.8,22.1,same_day,21,4,1.38,999.62
18.88,2.1,57.5,express,5,0,1.47,667.65
44.99,5.4,40.3,same_day,4,0,0.8,899.0
31.41,17.3,66.0,same_day,17,2,1.21,1030.51
15.91,2.3,25.5,express,11,1,0.71,257.34
23.66,5.0,17.7,same_day,8,0,1.26,780.37
43.59,16.0,59.2,express,10,6,1.48,1258.79
42.44,16.2,6.4,same_day,17,1,1.31,1444.08
29.82,14.0,66.3,same_day,4,0,1.08,911.11
37.83,1.3,59.7,express,8,1,1.17,843.94
32.41,18.9,48.3,normal,6,3,0.77,368.05
14.73,10.8,42.2,normal,7,4,0.94,254.11
29.45,9.4,44.0,same_day,10,3,1.2,927.54
14.38,16.6,61.8,express,5,0,0.8,315.56
41.5,24.1,26.0,same_day,15,3,1.13,1288.41
7.72,23.6,31.5,same_day,11,0,1.47,524.82
31.47,14.5,14.8,same_day,6,5,0.59,491.39
28.41,18.2,48.1,normal,22,2,0.64,280.25
22.37,9.6,51.0,express,23,5,1.41,732.2
14.6,4.7,24.2,express,9,4,0.68,230.96
30.41,9.4,47.0,express,19,3,0.95,587.14
15.7,8.9,68.0,normal,14,4,0.92,265.73
1.5,11.3,15.3,normal,10,5,1.07,105.31
18.63,24.4,56.2,express,6,2,1.41,689.98
35.76,15.2,40.1,express,13,5,0.58,412.13
38.54,19.3,33.6,normal,17,6,0.84,495.89
12.85,13.4,76.7,express,20,3,0.98,369.81
40.5,14.3,12.0,same_day,23,1,1.36,1361.16
36.11,10.1,60.5,normal,6,0,1.27,694.47
20.69,24.7,31.6,same_day,19,1,1.43,939.28
2.01,23.4,10.9,express,2,1,0.83,147.62
43.11,13.2,32.3,same_day,8,4,0.9,972.75
2.87,19.8,57.8,express,15,6,1.41,295.6
17.17,13.8,45.2,same_day,6,5,0.55,305.66
6.24,2.8,32.4,express,0,4,0.87,180.82
30.98,13.6,1.7,express,11,6,0.69,433.26
34.04,9.1,77.4,normal,10,0,1.43,730.21
16.83,25.0,31.6,normal,21,4,0.92,294.5
2.63,7.1,12.1,same_day,18,4,1.08,194.14
7.16,12.1,69.2,normal,5,1,0.61,113.78
41.87,21.4,35.7,same_day,14,5,1.02,1177.84
29.0,9.4,71.3,express,1,6,1.3,823.05
40.31,9.5,65.4,express,20,6,0.78,655.01
12.0,8.4,38.9,same_day,8,6,0.59,252.33
38.98,7.7,12.8,normal,15,5,1.47,820.43
29.47,19.8,55.2,same_day,17,3,1.45,1281.5
7.19,16.6,18.2,express,16,0,0.67,174.6
22.78,9.9,27.7,same_day,9,0,0.54,346.05
32.56,10.3,27.9,express,19,3,0.77,517.99
36.74,19.1,56.5,same_day,16,3,1.27,1296.27
29.84,17.2,65.6,normal,8,5,0.73,347.43
4.45,2.7,36.6,same_day,17,0,0.63,137.54
3.9,10.7,78.7,same_day,15,2,0.98,284.01
38.51,22.9,9.2,normal,10,3,0.98,537.87
31.34,19.3,34.0,normal,8,4,0.55,272.85
1.75,3.9,20.0,express,15,0,0.94,116.25
8.78,23.7,60.5,normal,23,6,1.47,337.8
41.0,20.9,39.5,normal,2,3,1.03,631.06
21.14,22.8,6.0,express,12,4,0.53,251.53
32.19,13.7,63.3,normal,7,4,0.65,322.87
32.04,1.4,30.8,express,0,4,0.88,583.85
21.01,18.8,3.5,same_day,15,5,1.27,779.46
16.42,3.4,71.7,normal,1,0,0.5,146.15
34.89,1.5,74.0,express,15,1,1.26,859.06
13.86,11.2,22.3,same_day,7,5,0.59,253.48
24.57,17.3,57.4,express,22,6,0.97,538.24
29.39,24.2,34.9,normal,2,0,1.3,588.99
13.06,1.6,75.4,express,12,2,0.51,169.46
5.75,17.9,34.7,express,15,1,0.71,174.0
42.71,10.3,63.6,same_day,10,2,0.52,565.13
22.53,12.4,1.2,express,15,1,0.58,287.24
28.83,15.6,55.3,express,8,5,0.95,597.46
15.07,11.6,37.8,same_day,20,4,1.33,640.31
1.56,7.5,35.7,normal,23,1,1.2,126.85
5.3,24.2,58.5,normal,6,6,0.72,131.17
17.7,6.9,22.5,same_day,23,3,0.52,263.49
41.54,16.6,69.6,express,22,0,1.43,1260.41
23.09,23.5,16.8,express,6,4,0.94,509.0
39.29,5.9,71.4,normal,11,3,0.88,507.58
33.91,3.6,31.9,normal,18,6,1.29,608.21
12.08,8.9,59.9,normal,17,2,0.85,197.05
17.44,11.0,34.0,same_day,8,4,1.18,621.84
38.15,21.1,37.8,express,18,5,1.16,930.67
32.02,13.8,37.5,express,13,4,1.08,747.78
34.4,5.9,38.7,normal,10,2,1.43,672.1
10.46,9.6,38.6,normal,9,5,1.32,287.46
22.42,3.7,69.7,express,10,6,0.86,426.77
33.98,20.6,23.7,same_day,11,4,1.04,964.73
31.27,15.9,67.3,normal,19,0,0.92,468.97
8.77,9.5,59.2,normal,17,5,0.63,122.5
41.24,6.7,25.0,normal,10,4,0.84,493.27
7.9,17.7,20.8,normal,5,1,1.35,257.02
40.83,23.8,39.2,normal,8,6,0.7,430.7
4.28,17.9,73.6,normal,16,3,0.67,117.0
30.23,22.1,13.9,same_day,22,0,0.57,468.36
25.4,6.0,28.4,express,13,5,0.74,391.53
5.08,2.8,64.1,same_day,11,3,0.9,249.86
21.65,5.3,73.3,same_day,16,1,1.41,931.13
8.72,13.7,74.2,normal,0,4,1.37,305.03
43.17,6.8,56.6,same_day,20,4,0.94,1003.83
15.4,7.8,52.4,normal,5,6,1.07,299.71
5.64,15.0,24.0,normal,6,5,1.02,168.94
20.36,15.7,66.7,normal,1,2,1.33,493.09
14.76,6.5,9.0,express,4,0,0.89,316.5
20.14,9.8,17.0,same_day,0,3,0.58,345.06
34.39,6.1,30.0,normal,13,5,1.44,687.18
17.79,17.7,46.2,express,10,6,1.41,665.16
13.02,20.8,56.0,express,16,3,0.65,252.22
16.5,6.5,49.0,express,15,2,0.79,318.53
28.03,2.4,31.2,same_day,20,6,0.5,357.99
19.71,22.2,37.1,normal,18,5,1.28,458.98
29.54,7.9,30.7,normal,15,3,0.81,359.88
43.96,10.6,34.8,normal,7,2,0.61,381.85
16.29,5.9,2.5,normal,8,2,0.59,155.99
39.1,5.0,3.6,same_day,6,1,0.84,807.32
25.94,21.0,34.5,express,18,6,0.9,542.16
32.12,10.7,55.8,same_day,1,4,0.9,772.61
11.8,24.6,12.1,normal,23,5,0.71,172.17
21.77,6.5,3.7,same_day,22,1,1.32,812.25
27.19,18.3,47.1,same_day,0,4,0.91,729.96
35.25,10.0,76.3,express,2,0,0.72,520.29
22.16,15.0,42.8,same_day,14,4,0.64,438.15
25.33,9.2,9.5,express,2,6,1.47,812.43
9.37,8.3,78.5,normal,19,3,1.43,327.22
43.54,23.4,56.9,normal,7,6,0.66,443.85
33.15,16.3,2.2,same_day,17,2,0.5,451.51
23.84,5.8,26.7,normal,9,0,1.28,476.07
11.07,19.7,15.3,express,18,0,1.35,421.62
40.81,4.5,53.8,same_day,14,2,0.62,637.25
16.77,7.9,54.9,normal,13,1,1.17,330.16
41.62,24.5,27.0,same_day,8,5,0.64,687.88
8.68,16.7,36.6,same_day,0,3,0.87,328.98
30.35,3.8,1.1,same_day,4,0,0.57,416.03
10.03,7.0,65.5,express,16,0,1.35,397.45
37.95,22.4,51.8,same_day,6,0,0.55,582.65
5.03,12.2,72.3,normal,7,6,1.34,225.39
21.1,8.0,10.2,express,22,6,0.91,399.15
1.77,18.5,31.9,express,4,2,1.42,253.73
23.94,22.1,16.8,express,12,2,0.58,301.83
42.02,1.9,33.3,same_day,11,3,1.16,1191.17
1.57,0.9,38.8,normal,9,0,0.77,80
33.26,13.2,46.3,express,18,6,1.2,798.35
35.92,21.0,4.2,express,1,0,0.92,673.81
32.37,18.8,23.0,same_day,20,0,0.52,444.41
35.55,18.0,43.8,same_day,0,1,0.97,907.19
12.4,16.1,76.2,normal,0,4,0.91,237.91
18.41,17.5,53.8,same_day,14,5,1.24,727.65
24.93,17.9,48.7,same_day,23,6,0.67,515.45
20.32,9.6,17.6,express,5,5,1.27,586.14
25.28,10.3,18.9,same_day,8,3,0.65,442.07
27.4,8.2,67.5,same_day,7,3,1.48,1141.28
31.42,18.0,30.9,express,17,5,1.07,748.96
37.74,8.4,38.7,express,4,6,1.46,1065.15
42.4,23.5,77.0,same_day,2,1,1.33,1534.84
16.46,13.0,10.2,express,0,6,1.06,421.0
15.69,9.4,37.4,same_day,13,2,0.81,383.83
29.91,9.5,62.4,same_day,16,3,1.16,917.81
21.7,16.1,35.1,normal,13,5,0.74,262.52
25.15,11.0,60.4,same_day,0,3,1.0,735.06
44.86,24.1,79.0,express,11,4,0.66,655.17
2.41,12.9,8.0,express,14,6,1.32,196.55
10.07,10.8,46.2,same_day,6,3,1.1,434.47
20.26,21.6,8.1,same_day,16,2,1.16,680.81
31.52,5.8,48.9,same_day,3,6,0.61,528.24
30.01,17.5,78.1,express,19,5,0.81,557.35
27.06,13.0,4.0,same_day,18,3,0.63,443.09
17.56,12.9,32.4,express,15,0,0.87,372.47
28.56,24.0,73.8,express,22,3,1.19,834.66
3.88,12.9,38.5,same_day,14,2,1.33,346.04
30.5,11.4,22.5,express,3,0,1.34,832.46
20.02,12.9,59.2,same_day,9,1,1.23,798.86
25.92,24.7,37.9,normal,23,0,1.23,531.61
43.11,21.0,67.5,normal,15,5,1.2,741.86
32.29,2.8,22.9,same_day,6,0,0.75,617.56
27.04,8.6,49.0,same_day,7,0,1.35,1054.46
15.83,12.5,60.5,same_day,2,4,0.77,395.32
30.6,1.5,64.1,normal,20,1,1.19,552.91
19.52,24.5,21.6,normal,19,3,1.02,341.71
9.86,8.1,16.6,express,0,5,0.65,173.99
38.35,3.7,24.7,same_day,21,5,1.31,1280.39
31.76,1.5,9.1,express,17,3,1.45,897.9
40.19,9.3,71.1,same_day,16,6,1.36,1433.23
15.22,11.2,54.6,express,2,4,0.71,290.55
39.34,7.5,65.0,normal,15,5,1.1,597.52
13.97,5.6,78.6,express,6,2,1.32,494.45
14.12,23.9,32.0,express,9,5,0.63,255.45
4.77,14.3,69.2,normal,20,1,0.85,139.02
12.94,7.8,33.2,same_day,6,1,1.14,473.58
16.98,6.4,36.0,same_day,2,6,1.24,648.4
20.49,16.1,50.2,normal,0,4,0.64,221.35
41.1,13.0,10.6,same_day,20,3,1.14,1182.5
6.31,2.8,35.9,same_day,14,1,1.33,368.6
21.28,16.7,64.3,normal,13,0,0.69,254.33
21.38,1.7,7.8,normal,20,6,1.25,377.62
4.03,23.5,10.5,normal,1,0,0.95,140.77
19.95,8.0,13.1,same_day,21,0,0.87,507.22
8.19,9.9,78.1,express,0,3,1.14,332.33
32.1,11.2,36.3,normal,3,4,0.93,461.95
5.02,13.6,52.2,express,3,5,1.08,250.25
27.53,6.1,38.1,same_day,6,5,1.13,848.13
33.03,22.0,16.7,normal,3,3,1.1,560.09
44.29,11.6,54.2,express,22,0,0.56,516.96
14.34,18.2,24.3,same_day,8,3,0.88,408.34
33.87,18.6,71.8,same_day,23,2,1.06,964.16
16.2,10.9,57.4,normal,16,4,0.88,250.67
2.42,17.0,56.5,normal,2,3,1.47,216.92
19.23,12.2,49.7,express,11,1,0.92,412.82
32.45,6.8,76.6,same_day,16,6,0.5,426.23
29.92,13.0,10.8,normal,22,5,1.26,564.05
32.23,21.3,75.2,normal,1,4,0.82,419.77
13.35,1.9,19.2,same_day,23,0,0.61,240.66
12.36,23.1,16.2,express,18,2,0.87,315.63
28.64,10.2,29.4,same_day,5,3,1.05,814.07
33.33,21.8,52.9,normal,16,6,1.19,635.87
38.11,16.9,69.4,normal,19,5,0.55,323.84
4.52,15.0,76.3,express,12,5,0.66,155.22
39.9,24.0,8.3,normal,18,4,1.21,702.1
2.34,21.8,67.6,normal,17,5,0.61,97.96
3.7,6.3,15.2,normal,15,2,1.25,136.68
39.02,10.6,12.2,same_day,16,2,0.95,958.32
19.49,23.3,69.3,normal,13,1,0.61,226.74
36.71,13.3,46.8,express,1,1,0.53,387.88
35.45,23.8,4.7,same_day,10,5,1.17,1101.21
35.97,20.8,22.1,same_day,14,0,1.03,995.88
23.97,11.8,45.7,normal,18,0,0.78,305.17
16.98,20.8,48.4,same_day,3,5,0.58,338.21
18.65,2.9,2.7,normal,22,4,1.02,281.48
30.12,17.6,1.5,normal,15,2,0.57,243.08
28.78,18.7,54.7,same_day,0,4,1.39,1148.25
20.95,10.2,42.8,express,1,5,0.73,334.14
34.3,2.8,14.2,normal,13,0,1.21,553.78
13.65,4.0,75.7,same_day,11,2,1.08,522.37
28.8,22.9,55.7,normal,21,0,1.33,634.82
39.89,13.4,64.7,normal,3,0,0.99,575.72
32.66,8.3,75.2,express,11,1,1.24,901.01
21.88,21.5,78.0,normal,19,1,0.93,350.51
36.68,12.5,79.0,same_day,14,0,0.56,579.83
27.25,5.5,4.2,normal,12,4,1.35,507.02
30.85,14.6,57.1,express,5,2,1.33,925.55
40.66,20.6,48.7,normal,0,4,0.7,428.86
6.37,17.5,52.7,normal,21,3,1.44,260.0
41.31,0.8,7.9,normal,23,4,0.91,524.52
14.96,12.7,11.6,same_day,7,4,0.54,250.99
27.11,7.8,77.9,same_day,19,4,0.79,620.89
25.42,17.2,2.9,express,5,2,1.33,706.7
38.34,21.1,66.2,normal,9,3,0.91,531.95
28.22,8.8,30.0,same_day,6,2,1.24,908.47
44.61,6.4,25.5,same_day,20,3,0.53,608.56
35.45,12.1,40.1,express,9,3,0.58,416.35
5.35,16.8,3.8,normal,13,1,0.51,80
4.96,5.2,29.7,normal,12,5,1.0,129.87
35.35,20.6,67.4,same_day,21,1,0.51,486.52
12.91,10.3,5.7,same_day,21,1,0.64,256.02
34.04,20.7,31.8,normal,5,6,1.32,662.63
41.89,9.8,79.5,express,18,5,1.27,1098.93
36.65,12.4,5.5,normal,15,2,1.27,663.02
24.07,7.0,12.3,same_day,18,3,1.09,706.01
22.51,18.3,36.0,express,10,3,0.53,269.49
21.65,5.7,28.2,express,13,5,0.8,357.24
39.2,19.8,58.1,express,21,0,0.89,709.56
25.45,24.2,45.2,same_day,13,4,1.12,827.8
6.66,9.9,44.9,normal,10,6,1.18,204.94
21.57,4.9,52.3,express,12,5,1.31,657.23
14.53,3.8,22.5,express,15,6,0.93,305.62
24.69,7.4,44.1,normal,22,3,1.21,465.25
38.12,15.6,75.4,normal,1,2,1.26,760.41
35.49,17.3,18.6,same_day,11,0,0.7,669.42
39.94,1.2,57.2,normal,20,1,0.59,346.84
16.91,20.9,40.7,normal,7,0,0.75,225.39
28.89,5.1,57.8,same_day,2,5,1.36,1030.32
38.14,0.6,12.3,normal,17,5,1.44,778.16
9.03,11.6,22.1,same_day,21,0,1.31,431.79
37.25,7.2,14.0,normal,23,3,0.62,326.24
31.0,4.8,45.4,same_day,9,4,1.09,847.18
43.52,2.2,21.1,express,12,0,1.37,1111.82
12.42,15.6,36.9,normal,9,5,1.39,329.35
29.22,1.1,46.3,normal,10,4,0.58,246.08
39.22,14.1,29.9,same_day,13,0,1.3,1260.46
19.82,11.9,3.5,express,16,5,1.45,659.52
20.25,17.8,2.8,same_day,19,0,0.89,535.61
10.86,13.6,68.7,same_day,16,4,1.34,605.72
11.24,9.2,78.8,same_day,13,1,1.02,430.72
16.77,4.3,43.9,normal,2,3,1.03,298.91
6.37,11.0,24.7,express,11,0,1.13,251.07
30.76,13.5,43.0,same_day,1,0,0.64,513.4
34.44,2.5,77.0,same_day,22,2,1.14,1069.2
25.54,11.0,74.5,express,0,3,0.73,432.29
24.79,3.5,19.2,same_day,2,2,0.66,429.74
43.33,17.3,11.9,express,5,3,1.38,1210.91
24.39,2.8,27.2,express,15,4,0.97,513.5
10.59,24.6,52.4,express,12,1,0.84,302.41
14.82,10.7,74.9,express,15,6,1.1,454.02
35.6,11.5,13.9,normal,10,0,1.15,576.5
39.92,4.5,38.5,same_day,3,2,1.09,1147.59
3.34,8.8,49.1,normal,15,5,0.86,115.75
25.15,15.1,29.5,same_day,11,6,1.21,838.36
24.91,23.6,69.6,same_day,16,4,0.89,715.21
30.13,21.5,75.8,express,10,2,1.47,1026.45
21.34,13.3,17.2,normal,0,3,1.13,402.82
39.61,0.9,36.5,express,4,3,0.57,453.73
28.34,6.9,40.3,same_day,17,3,1.47,1092.91
23.66,8.8,45.5,same_day,14,1,1.14,737.34
23.36,4.7,16.6,express,23,2,1.03,488.34
2.92,13.6,76.2,same_day,23,2,1.12,289.54
27.7,8.4,35.1,express,15,0,0.69,390.29
24.85,23.9,15.8,same_day,4,2,0.82,590.33
18.01,2.8,53.7,normal,1,6,1.31,382.04
11.57,2.0,6.1,same_day,18,6,1.15,413.86
30.25,8.4,74.0,express,1,2,0.66,437.39
19.65,24.0,15.6,same_day,16,1,1.16,746.93
38.27,13.8,77.9,express,12,4,0.58,451.01
24.85,3.5,62.2,normal,4,6,1.31,520.2
7.38,6.5,28.6,normal,23,6,1.34,215.29
32.07,11.5,72.6,normal,4,6,0.77,377.52
35.15,4.6,79.0,normal,20,4,1.39,738.34
23.97,5.9,78.2,normal,19,1,0.65,248.32
14.29,15.4,46.1,normal,18,3,0.7,191.81
25.27,11.9,55.0,normal,18,4,1.42,577.09
16.4,22.7,44.5,normal,3,2,0.85,275.7
5.94,8.6,49.2,express,1,0,1.33,288.76
22.59,13.5,7.2,same_day,16,0,0.72,449.58
15.08,16.8,44.6,same_day,7,6,1.39,682.1
41.58,14.6,60.2,express,1,3,1.28,1119.06
7.35,18.8,78.3,normal,2,5,0.66,137.99
25.67,12.2,43.5,same_day,11,0,0.94,709.42
28.25,6.7,69.6,normal,12,0,1.16,484.98
22.64,20.0,38.6,normal,12,4,1.41,516.78
3.12,21.2,68.2,express,9,3,1.32,315.43
17.79,1.8,74.8,same_day,13,4,0.64,350.57
40.19,19.6,21.5,express,1,4,0.88,685.39
34.8,12.1,19.4,normal,13,4,1.43,738.73
20.5,10.5,3.7,same_day,1,3,1.34,734.77
43.05,3.9,63.2,express,6,5,0.51,428.82
8.89,15.1,70.3,express,23,0,0.87,276.11
33.66,15.4,31.5,same_day,11,6,0.71,622.94
8.33,3.9,24.3,normal,6,6,1.46,245.51
